from_node,to_node,distance_km
godown_Hyderabad,shop_1672202,1.56
godown_Hyderabad,shop_1672204,1.197
godown_Hyderabad,shop_1672205,1.103
godown_Hyderabad,shop_1672206,0.931
godown_Hyderabad,shop_1672207,1.13
godown_Hyderabad,shop_1672208,5.103
godown_Hyderabad,shop_1672211,1.653
godown_Hyderabad,shop_1672212,1.645
godown_Hyderabad,shop_1672213,5.035
godown_Hyderabad,shop_1672214,5.189
godown_Hyderabad,shop_1672215,3.459
godown_Hyderabad,shop_1672216,7.988
godown_Hyderabad,shop_1672219,2.789
godown_Hyderabad,shop_1672222,2.734
godown_Hyderabad,shop_1672223,2.725
godown_Hyderabad,shop_1672225,3.344
godown_Hyderabad,shop_1672227,1.568
godown_Hyderabad,shop_1672228,4.102
godown_Hyderabad,shop_1672229,5.387
godown_Hyderabad,shop_1672231,3.579
godown_Hyderabad,shop_1672233,3.801
godown_Hyderabad,shop_1672234,4.837
godown_Hyderabad,shop_1672236,5.124
godown_Hyderabad,shop_1672238,4.23
godown_Hyderabad,shop_1672239,4.614
godown_Hyderabad,shop_1672240,4.043
godown_Hyderabad,shop_1672242,4.003
godown_Hyderabad,shop_1672243,3.572
godown_Hyderabad,shop_1672244,7.002
godown_Hyderabad,shop_1672245,5.164
godown_Hyderabad,shop_1672248,5.976
godown_Hyderabad,shop_1672250,1903.75
godown_Hyderabad,shop_1672251,5.806
godown_Hyderabad,shop_1672252,4.586
godown_Hyderabad,shop_1672253,5.098
godown_Hyderabad,shop_1672254,4.937
godown_Hyderabad,shop_1672255,4.616
godown_Hyderabad,shop_1672256,3.58
godown_Hyderabad,shop_1672259,4.486
godown_Hyderabad,shop_1672260,5.282
godown_Hyderabad,shop_1672261,4.48
godown_Hyderabad,shop_1672262,3.288
godown_Hyderabad,shop_1672266,5.605
godown_Hyderabad,shop_1672267,4.688
godown_Hyderabad,shop_1672268,4.515
godown_Hyderabad,shop_1672269,5.209
godown_Hyderabad,shop_1672270,5.119
godown_Hyderabad,shop_1672271,4.06
godown_Hyderabad,shop_1672272,4.71
godown_Hyderabad,shop_1672273,4.752
godown_Hyderabad,shop_1672275,5.311
godown_Hyderabad,shop_1672276,6.621
godown_Hyderabad,shop_1672277,6.234
godown_Hyderabad,shop_1672278,6.795
godown_Hyderabad,shop_1672279,7.423
godown_Hyderabad,shop_1672280,7.421
godown_Hyderabad,shop_1672282,7.574
godown_Hyderabad,shop_1672283,5.371
godown_Hyderabad,shop_1672284,7.03
godown_Hyderabad,shop_1672285,4.313
godown_Hyderabad,shop_1672288,6.791
godown_Hyderabad,shop_1672289,3.617
godown_Hyderabad,shop_1672292,5.392
godown_Hyderabad,shop_1672294,3.653
godown_Hyderabad,shop_1672295,4.644
godown_Hyderabad,shop_1672296,3.276
godown_Hyderabad,shop_1672297,3.388
godown_Hyderabad,shop_1672298,4.547
godown_Hyderabad,shop_1672299,3.139
godown_Hyderabad,shop_1672300,5.19
godown_Hyderabad,shop_1672301,4.754
godown_Hyderabad,shop_1672302,5.261
godown_Hyderabad,shop_1672303,3.735
godown_Hyderabad,shop_1672304,5.213
godown_Hyderabad,shop_1672305,5.319
godown_Hyderabad,shop_1672306,7.211
godown_Hyderabad,shop_1672307,8.055
godown_Hyderabad,shop_1672308,6.102
godown_Hyderabad,shop_1672315,6.106
godown_Hyderabad,shop_1672316,4.851
godown_Hyderabad,shop_1672317,7.988
godown_Hyderabad,shop_1672318,8.02
godown_Hyderabad,shop_1672319,7.011
godown_Hyderabad,shop_1673301,6.106
godown_Hyderabad,shop_1673302,4.816
godown_Hyderabad,shop_1673303,5.241
godown_Hyderabad,shop_1673304,4.896
godown_Hyderabad,shop_1673305,3.78
godown_Hyderabad,shop_1673306,5.289
godown_Hyderabad,shop_1673307,4.356
godown_Hyderabad,shop_1673308,4.244
godown_Hyderabad,shop_1673309,4.523
godown_Hyderabad,shop_1673310,4.774
godown_Hyderabad,shop_1673311,4.958
godown_Hyderabad,shop_1673312,4.339
godown_Hyderabad,shop_1673313,4.207
godown_Hyderabad,shop_1673314,4.301
godown_Hyderabad,shop_1673315,3.946
godown_Hyderabad,shop_1673316,4.538
godown_Hyderabad,shop_1673317,4.357
godown_Hyderabad,shop_1673318,4.191
godown_Hyderabad,shop_1673319,3.819
godown_Hyderabad,shop_1673320,3.672
godown_Hyderabad,shop_1673321,3.706
godown_Hyderabad,shop_1673323,3.366
godown_Hyderabad,shop_1673324,3.174
godown_Hyderabad,shop_1673325,3.405
godown_Hyderabad,shop_1673327,3.353
godown_Hyderabad,shop_1673329,5.519
godown_Hyderabad,shop_1673332,2.612
godown_Hyderabad,shop_1673333,5.101
godown_Hyderabad,shop_1673334,5.716
godown_Hyderabad,shop_1673339,3.475
godown_Hyderabad,shop_1673340,4.974
godown_Hyderabad,shop_1673341,5.324
godown_Hyderabad,shop_1673342,3.163
godown_Hyderabad,shop_1673345,3.186
godown_Hyderabad,shop_1673346,3.31
godown_Hyderabad,shop_1673347,3.306
godown_Hyderabad,shop_1673348,3.441
godown_Hyderabad,shop_1673349,3.47
godown_Hyderabad,shop_1673351,3.598
godown_Hyderabad,shop_1673352,3.857
godown_Hyderabad,shop_1673353,3.403
godown_Hyderabad,shop_1673354,3.03
godown_Hyderabad,shop_1673355,3.566
godown_Hyderabad,shop_1673356,3.607
godown_Hyderabad,shop_1673357,3.778
godown_Hyderabad,shop_1673358,4.125
godown_Hyderabad,shop_1673359,4.15
godown_Hyderabad,shop_1673360,3.97
godown_Hyderabad,shop_1673362,3.794
godown_Hyderabad,shop_1673363,3.829
godown_Hyderabad,shop_1673364,5.131
godown_Hyderabad,shop_1673365,3.861
godown_Hyderabad,shop_1673366,3.901
godown_Hyderabad,shop_1673368,4.051
godown_Hyderabad,shop_1673369,4.78
godown_Hyderabad,shop_1673370,5.165
godown_Hyderabad,shop_1673371,5.986
godown_Hyderabad,shop_1673372,5.604
godown_Hyderabad,shop_1673373,5.436
godown_Hyderabad,shop_1673374,4.975
godown_Hyderabad,shop_1673375,5.19
godown_Hyderabad,shop_1673376,5.17
godown_Hyderabad,shop_1673377,5.684
godown_Hyderabad,shop_1673378,5.287
godown_Hyderabad,shop_1673379,4.594
godown_Hyderabad,shop_1673380,4.966
godown_Hyderabad,shop_1673381,4.223
godown_Hyderabad,shop_1673382,4.06
godown_Hyderabad,shop_1673383,4.079
godown_Hyderabad,shop_1673384,4.058
godown_Hyderabad,shop_1673385,4.218
godown_Hyderabad,shop_1673386,5.254
godown_Hyderabad,shop_1673388,6.578
godown_Hyderabad,shop_1673389,5.594
godown_Hyderabad,shop_1673390,5.751
godown_Hyderabad,shop_1673391,6.822
godown_Hyderabad,shop_1673392,5.315
godown_Hyderabad,shop_1673393,6.442
godown_Hyderabad,shop_1673394,6.441
godown_Hyderabad,shop_1673395,5.498
godown_Hyderabad,shop_1673396,6.815
godown_Hyderabad,shop_1673397,3.761
godown_Hyderabad,shop_1673398,4.579
godown_Hyderabad,shop_1673399,5.894
godown_Hyderabad,shop_1673400,4.637
godown_Hyderabad,shop_1673401,3.444
godown_Hyderabad,shop_1673402,5.268
godown_Hyderabad,shop_1673403,5.106
godown_Hyderabad,shop_1673405,5.962
godown_Hyderabad,shop_1673406,7.081
godown_Hyderabad,shop_1673407,6.806
godown_Hyderabad,shop_1673408,6.977
godown_Hyderabad,shop_1673430,6.707
godown_Hyderabad,shop_1673431,5.755
godown_Hyderabad,shop_1673432,7.082
godown_Hyderabad,shop_1673433,6.974
godown_Hyderabad,shop_1674403,1.582
godown_Hyderabad,shop_1674405,0.85
godown_Hyderabad,shop_1674407,0.866
godown_Hyderabad,shop_1674409,0.669
godown_Hyderabad,shop_1674411,0.627
godown_Hyderabad,shop_1674412,0.754
godown_Hyderabad,shop_1674419,0.651
godown_Hyderabad,shop_1674421,1.356
godown_Hyderabad,shop_1674423,0.904
godown_Hyderabad,shop_1674424,1.897
godown_Hyderabad,shop_1674426,1.485
godown_Hyderabad,shop_1674431,0.851
godown_Hyderabad,shop_1674434,0.42
godown_Hyderabad,shop_1674435,0.501
godown_Hyderabad,shop_1674436,0.399
godown_Hyderabad,shop_1674439,0.429
godown_Hyderabad,shop_1674440,1.204
godown_Hyderabad,shop_1674443,1
godown_Hyderabad,shop_1674444,1.204
godown_Hyderabad,shop_1674446,2.123
godown_Hyderabad,shop_1674447,2.124
godown_Hyderabad,shop_1674449,1.416
godown_Hyderabad,shop_1674450,1.387
godown_Hyderabad,shop_1674452,2.066
godown_Hyderabad,shop_1674456,2.315
godown_Hyderabad,shop_1674464,2.108
godown_Hyderabad,shop_1674466,2.126
godown_Hyderabad,shop_1674467,2.862
godown_Hyderabad,shop_1674468,2.66
godown_Hyderabad,shop_1674469,2.661
godown_Hyderabad,shop_1674470,2.664
godown_Hyderabad,shop_1674471,2.753
godown_Hyderabad,shop_1674472,3.301
godown_Hyderabad,shop_1674473,2.695
godown_Hyderabad,shop_1674474,2.821
godown_Hyderabad,shop_1674475,2.735
godown_Hyderabad,shop_1674476,2.994
godown_Hyderabad,shop_1674477,2.982
godown_Hyderabad,shop_1674478,2.862
godown_Hyderabad,shop_1674479,2.792
godown_Hyderabad,shop_1674480,2.815
godown_Hyderabad,shop_1674481,2.014
godown_Hyderabad,shop_1674486,1.151
godown_Hyderabad,shop_1674489,2.192
godown_Hyderabad,shop_1674490,2.188
godown_Hyderabad,shop_1674492,2.128
godown_Hyderabad,shop_1674494,1.006
godown_Hyderabad,shop_1674495,1.672
godown_Hyderabad,shop_1674496,1.362
godown_Hyderabad,shop_1674497,1.975
godown_Hyderabad,shop_1674498,2.726
godown_Hyderabad,shop_1674499,2.348
godown_Hyderabad,shop_1674500,2.391
godown_Hyderabad,shop_1675501,2.95
godown_Hyderabad,shop_1675503,2.347
godown_Hyderabad,shop_1675505,2.595
godown_Hyderabad,shop_1675506,9.411
godown_Hyderabad,shop_1675507,8.595
godown_Hyderabad,shop_1675508,7.022
godown_Hyderabad,shop_1675509,7.204
godown_Hyderabad,shop_1675510,7.327
godown_Hyderabad,shop_1675511,7.178
godown_Hyderabad,shop_1675512,7.473
godown_Hyderabad,shop_1675513,6.76
godown_Hyderabad,shop_1675514,8.21
godown_Hyderabad,shop_1675515,9.768
godown_Hyderabad,shop_1675517,7.994
godown_Hyderabad,shop_1675518,7.59
godown_Hyderabad,shop_1675519,4.516
godown_Hyderabad,shop_1675521,6.674
godown_Hyderabad,shop_1675522,7.998
godown_Hyderabad,shop_1675526,3.442
godown_Hyderabad,shop_1675527,9.781
godown_Hyderabad,shop_1675528,4.061
godown_Hyderabad,shop_1675529,3.46
godown_Hyderabad,shop_1675530,4.46
godown_Hyderabad,shop_1675531,3.883
godown_Hyderabad,shop_1675533,6.025
godown_Hyderabad,shop_1675534,5.461
godown_Hyderabad,shop_1675536,2.855
godown_Hyderabad,shop_1675537,2.634
godown_Hyderabad,shop_1675538,2.685
godown_Hyderabad,shop_1675539,2.629
godown_Hyderabad,shop_1675543,3.939
godown_Hyderabad,shop_1675548,3.339
godown_Hyderabad,shop_1675549,3.4
godown_Hyderabad,shop_1675550,2.525
godown_Hyderabad,shop_1675552,3.529
godown_Hyderabad,shop_1675553,3.441
godown_Hyderabad,shop_1675556,3.215
godown_Hyderabad,shop_1675557,3.262
godown_Hyderabad,shop_1675558,3.622
godown_Hyderabad,shop_1675560,4.169
godown_Hyderabad,shop_1675561,3.799
godown_Hyderabad,shop_1675562,3.994
godown_Hyderabad,shop_1675563,3.954
godown_Hyderabad,shop_1675564,4.123
godown_Hyderabad,shop_1675565,4.123
godown_Hyderabad,shop_1675566,5.341
godown_Hyderabad,shop_1675567,4.558
godown_Hyderabad,shop_1675568,5.001
godown_Hyderabad,shop_1675569,4.961
godown_Hyderabad,shop_1675571,5.264
godown_Hyderabad,shop_1675572,5.34
godown_Hyderabad,shop_1675573,3.669
godown_Hyderabad,shop_1675575,3.122
godown_Hyderabad,shop_1675576,3.392
godown_Hyderabad,shop_1675577,3.272
godown_Hyderabad,shop_1675578,2.915
godown_Hyderabad,shop_1675579,3.177
godown_Hyderabad,shop_1675580,4.182
godown_Hyderabad,shop_1675581,3.153
godown_Hyderabad,shop_1675583,5.249
godown_Hyderabad,shop_1675584,4.507
godown_Hyderabad,shop_1675587,5.68
godown_Hyderabad,shop_1675588,9.185
godown_Hyderabad,shop_1675589,7.578
godown_Hyderabad,shop_1675592,7.392
godown_Hyderabad,shop_1675593,8.5
godown_Hyderabad,shop_1675594,7.4
godown_Hyderabad,shop_1675595,9.274
godown_Hyderabad,shop_1675596,3.092
godown_Hyderabad,shop_1675597,2.798
godown_Hyderabad,shop_1675598,3.403
godown_Hyderabad,shop_1675599,5.313
godown_Hyderabad,shop_1675602,3.855
godown_Hyderabad,shop_1675603,8.186
godown_Hyderabad,shop_1675605,4.118
godown_Hyderabad,shop_1675607,3.663
godown_Hyderabad,shop_1675608,6.76
godown_Hyderabad,shop_1675609,3.039
godown_Hyderabad,shop_1675611,2.973
godown_Hyderabad,shop_1675612,9.323
godown_Hyderabad,shop_1675614,9.777
godown_Hyderabad,shop_1675616,5.464
godown_Hyderabad,shop_1676602,1.909
godown_Hyderabad,shop_1676609,2.572
godown_Hyderabad,shop_1676610,2.727
godown_Hyderabad,shop_1676611,2.308
godown_Hyderabad,shop_1676613,2.557
godown_Hyderabad,shop_1676616,3.525
godown_Hyderabad,shop_1676617,2.499
godown_Hyderabad,shop_1676618,2.447
godown_Hyderabad,shop_1676619,3.657
godown_Hyderabad,shop_1676623,2.087
godown_Hyderabad,shop_1676624,3.193
godown_Hyderabad,shop_1676627,3.198
godown_Hyderabad,shop_1676632,3.716
godown_Hyderabad,shop_1676633,3.451
godown_Hyderabad,shop_1676634,3.358
godown_Hyderabad,shop_1676635,3.607
godown_Hyderabad,shop_1676636,3.657
godown_Hyderabad,shop_1676637,3.362
godown_Hyderabad,shop_1676638,3.734
godown_Hyderabad,shop_1676641,3.359
godown_Hyderabad,shop_1676642,3.834
godown_Hyderabad,shop_1676644,3.298
godown_Hyderabad,shop_1676645,4.013
godown_Hyderabad,shop_1676646,3.746
godown_Hyderabad,shop_1676647,4.109
godown_Hyderabad,shop_1676648,4.097
godown_Hyderabad,shop_1676650,3.399
godown_Hyderabad,shop_1676651,3.275
godown_Hyderabad,shop_1676656,2.211
godown_Hyderabad,shop_1676657,2.222
godown_Hyderabad,shop_1676658,2.016
godown_Hyderabad,shop_1676660,2.314
godown_Hyderabad,shop_1676662,4.251
godown_Hyderabad,shop_1676665,2.633
godown_Hyderabad,shop_1676668,2.225
godown_Hyderabad,shop_1676670,3.669
godown_Hyderabad,shop_1676671,2.384
godown_Hyderabad,shop_1676672,2.639
godown_Hyderabad,shop_1676673,2.317
godown_Hyderabad,shop_1676674,2.421
godown_Hyderabad,shop_1676675,2.242
godown_Hyderabad,shop_1676676,3.583
godown_Hyderabad,shop_1676677,2.864
godown_Hyderabad,shop_1676678,4.272
godown_Hyderabad,shop_1676679,3.283
godown_Hyderabad,shop_1676680,3.495
godown_Hyderabad,shop_1676681,3.272
godown_Hyderabad,shop_1676682,3.199
godown_Hyderabad,shop_1676683,3.637
godown_Hyderabad,shop_1676684,3.606
godown_Hyderabad,shop_1676685,3.735
godown_Hyderabad,shop_1676687,3.894
godown_Hyderabad,shop_1676688,3.489
godown_Hyderabad,shop_1676689,2.998
godown_Hyderabad,shop_1676691,4.724
godown_Hyderabad,shop_1676692,2.581
godown_Hyderabad,shop_1676694,4.179
godown_Hyderabad,shop_1676695,4.276
godown_Hyderabad,shop_1676697,3.005
godown_Hyderabad,shop_1676698,4.297
godown_Hyderabad,shop_1676699,2.233
godown_Hyderabad,shop_1676703,3.802
godown_Hyderabad,shop_1676704,4.254
godown_Hyderabad,shop_1676705,3.933
godown_Hyderabad,shop_1676706,2.586
godown_Hyderabad,shop_1676707,2.319
godown_Hyderabad,shop_1676708,2.442
godown_Hyderabad,shop_1676709,4.157
godown_Hyderabad,shop_1676710,3.493
godown_Hyderabad,shop_1677702,4.04
godown_Hyderabad,shop_1677703,3.965
godown_Hyderabad,shop_1677704,5.75
godown_Hyderabad,shop_1677706,3.709
godown_Hyderabad,shop_1677707,3.946
godown_Hyderabad,shop_1677708,4.292
godown_Hyderabad,shop_1677709,9.224
godown_Hyderabad,shop_1677715,4.353
godown_Hyderabad,shop_1677716,9.618
godown_Hyderabad,shop_1677718,10.908
godown_Hyderabad,shop_1677719,6.352
godown_Hyderabad,shop_1677720,8.207
godown_Hyderabad,shop_1677724,4.57
godown_Hyderabad,shop_1677725,11.123
godown_Hyderabad,shop_1677728,8.168
godown_Hyderabad,shop_1677730,11.213
godown_Hyderabad,shop_1677731,8.497
godown_Hyderabad,shop_1677732,7.908
godown_Hyderabad,shop_1677734,7.49
godown_Hyderabad,shop_1677735,7.487
godown_Hyderabad,shop_1677740,8.76
godown_Hyderabad,shop_1677742,8.925
godown_Hyderabad,shop_1677744,8.949
godown_Hyderabad,shop_1677746,9.048
godown_Hyderabad,shop_1677747,9.111
godown_Hyderabad,shop_1677748,8.981
godown_Hyderabad,shop_1677750,5.83
godown_Hyderabad,shop_1677752,6.402
godown_Hyderabad,shop_1677753,5.757
godown_Hyderabad,shop_1677754,5.127
godown_Hyderabad,shop_1677755,5.126
godown_Hyderabad,shop_1677756,10.839
godown_Hyderabad,shop_1677757,8.204
godown_Hyderabad,shop_1677759,8.996
godown_Hyderabad,shop_1677761,9.569
godown_Hyderabad,shop_1677762,8.968
godown_Hyderabad,shop_1677764,8.349
godown_Hyderabad,shop_1677766,7.963
godown_Hyderabad,shop_1677768,8.796
godown_Hyderabad,shop_1677769,7.402
godown_Hyderabad,shop_1677770,7.117
godown_Hyderabad,shop_1677772,7.406
godown_Hyderabad,shop_1677773,10.116
godown_Hyderabad,shop_1677775,9.976
godown_Hyderabad,shop_1677776,9.124
godown_Hyderabad,shop_1677777,9.919
godown_Hyderabad,shop_1677778,9.724
godown_Hyderabad,shop_1677780,9.741
godown_Hyderabad,shop_1677781,10.762
godown_Hyderabad,shop_1677783,4.255
godown_Hyderabad,shop_1677788,10.27
godown_Hyderabad,shop_1677789,8.677
godown_Hyderabad,shop_1677791,10.591
godown_Hyderabad,shop_1677792,6.428
godown_Hyderabad,shop_1677796,6.427
godown_Hyderabad,shop_1677797,7.595
godown_Hyderabad,shop_1677800,3.846
godown_Hyderabad,shop_1677801,4.474
godown_Hyderabad,shop_1677803,5.781
godown_Hyderabad,shop_1677804,10.882
godown_Hyderabad,shop_1677805,10.864
godown_Hyderabad,shop_1677806,6.406
godown_Hyderabad,shop_1677807,10.33
godown_Hyderabad,shop_1677808,9.571
godown_Hyderabad,shop_1677810,8.036
godown_Hyderabad,shop_1677811,10.272
godown_Hyderabad,shop_1677813,8.492
godown_Hyderabad,shop_1677814,8.806
godown_Hyderabad,shop_1677815,8.668
godown_Hyderabad,shop_1677817,9.982
godown_Hyderabad,shop_1677818,8.289
godown_Hyderabad,shop_1677819,9.24
godown_Hyderabad,shop_1677821,9.109
godown_Hyderabad,shop_1677822,9.114
godown_Hyderabad,shop_1677823,8.863
godown_Hyderabad,shop_1677824,9.859
godown_Hyderabad,shop_1677825,11.273
godown_Hyderabad,shop_1677826,10.317
godown_Hyderabad,shop_1677827,10.555
godown_Hyderabad,shop_1677828,10.84
godown_Hyderabad,shop_1677829,5.838
godown_Hyderabad,shop_1678801,6.141
godown_Hyderabad,shop_1678805,7.019
godown_Hyderabad,shop_1678806,5.768
godown_Hyderabad,shop_1678807,6.927
godown_Hyderabad,shop_1678808,6.926
godown_Hyderabad,shop_1678809,7.141
godown_Hyderabad,shop_1678810,6.939
godown_Hyderabad,shop_1678811,6.93
godown_Hyderabad,shop_1678812,6.939
godown_Hyderabad,shop_1678813,7.016
godown_Hyderabad,shop_1678815,5.964
godown_Hyderabad,shop_1678821,4.931
godown_Hyderabad,shop_1678824,4.733
godown_Hyderabad,shop_1678825,4.733
godown_Hyderabad,shop_1678826,4.398
godown_Hyderabad,shop_1678828,4.522
godown_Hyderabad,shop_1678830,4.686
godown_Hyderabad,shop_1678831,4.535
godown_Hyderabad,shop_1678833,4.615
godown_Hyderabad,shop_1678834,4.955
godown_Hyderabad,shop_1678836,5.77
godown_Hyderabad,shop_1678838,6.015
godown_Hyderabad,shop_1678840,4.666
godown_Hyderabad,shop_1678844,6.01
godown_Hyderabad,shop_1678846,4.226
godown_Hyderabad,shop_1678847,4.209
godown_Hyderabad,shop_1678848,4.097
godown_Hyderabad,shop_1678850,3.963
godown_Hyderabad,shop_1678851,4.099
godown_Hyderabad,shop_1678853,3.994
godown_Hyderabad,shop_1678854,4.092
godown_Hyderabad,shop_1678855,3.987
godown_Hyderabad,shop_1678857,3.444
godown_Hyderabad,shop_1678858,3.89
godown_Hyderabad,shop_1678859,6.85
godown_Hyderabad,shop_1678861,9.556
godown_Hyderabad,shop_1678863,8.74
godown_Hyderabad,shop_1678864,11.83
godown_Hyderabad,shop_1678867,8.244
godown_Hyderabad,shop_1678868,8.461
godown_Hyderabad,shop_1678869,8.028
godown_Hyderabad,shop_1678870,8.848
godown_Hyderabad,shop_1678872,7.751
godown_Hyderabad,shop_1678873,7.557
godown_Hyderabad,shop_1678874,7.163
godown_Hyderabad,shop_1678876,9.909
godown_Hyderabad,shop_1678878,10.877
godown_Hyderabad,shop_1678880,12.314
godown_Hyderabad,shop_1678882,15.321
godown_Hyderabad,shop_1678883,14.886
godown_Hyderabad,shop_1678884,16.053
godown_Hyderabad,shop_1678885,15.753
godown_Hyderabad,shop_1678886,8.534
godown_Hyderabad,shop_1678887,5.085
godown_Hyderabad,shop_1678888,7.882
godown_Hyderabad,shop_1678890,4.001
godown_Hyderabad,shop_1678892,7.759
godown_Hyderabad,shop_1678895,7.151
godown_Hyderabad,shop_1678896,8.991
godown_Hyderabad,shop_1678898,10.636
godown_Hyderabad,shop_1678899,6.849
godown_Hyderabad,shop_1678900,6.067
godown_Hyderabad,shop_1678901,6.175
godown_Hyderabad,shop_1678902,6.851
godown_Hyderabad,shop_1678905,6.512
godown_Hyderabad,shop_1678908,7.24
godown_Hyderabad,shop_1678911,3.445
godown_Hyderabad,shop_1679001,8.429
godown_Hyderabad,shop_1679901,6.295
godown_Hyderabad,shop_1679903,6.021
godown_Hyderabad,shop_1679905,4.543
godown_Hyderabad,shop_1679908,5.232
godown_Hyderabad,shop_1679909,4.062
godown_Hyderabad,shop_1679911,4.3
godown_Hyderabad,shop_1679912,4.21
godown_Hyderabad,shop_1679913,4.237
godown_Hyderabad,shop_1679914,4.029
godown_Hyderabad,shop_1679915,4.217
godown_Hyderabad,shop_1679917,4.557
godown_Hyderabad,shop_1679919,5.641
godown_Hyderabad,shop_1679920,5.116
godown_Hyderabad,shop_1679923,5.668
godown_Hyderabad,shop_1679924,5.611
godown_Hyderabad,shop_1679928,5.833
godown_Hyderabad,shop_1679929,5.635
godown_Hyderabad,shop_1679935,5.419
godown_Hyderabad,shop_1679936,5.236
godown_Hyderabad,shop_1679937,5.194
godown_Hyderabad,shop_1679938,5.056
godown_Hyderabad,shop_1679939,4.887
godown_Hyderabad,shop_1679941,5.032
godown_Hyderabad,shop_1679942,4.888
godown_Hyderabad,shop_1679945,4.553
godown_Hyderabad,shop_1679947,5.564
godown_Hyderabad,shop_1679948,5.59
godown_Hyderabad,shop_1679951,8.205
godown_Hyderabad,shop_1679952,7.709
godown_Hyderabad,shop_1679956,8.428
godown_Hyderabad,shop_1679958,7.697
godown_Hyderabad,shop_1679962,7.678
godown_Hyderabad,shop_1679963,7.767
godown_Hyderabad,shop_1679966,6.597
godown_Hyderabad,shop_1679968,6.427
godown_Hyderabad,shop_1679969,6.367
godown_Hyderabad,shop_1679973,7.213
godown_Hyderabad,shop_1679977,7.591
godown_Hyderabad,shop_1679978,7.385
godown_Hyderabad,shop_1679980,7.278
godown_Hyderabad,shop_1679981,7.379
godown_Hyderabad,shop_1679983,5.751
godown_Hyderabad,shop_1679986,7.398
godown_Hyderabad,shop_1679987,7.674
godown_Hyderabad,shop_1679988,4.446
godown_Hyderabad,shop_1679989,6.983
godown_Hyderabad,shop_1679991,4.54
godown_Hyderabad,shop_1679992,5.121
godown_Hyderabad,shop_1679993,4.972
godown_Hyderabad,shop_1679996,7.375
godown_Hyderabad,shop_1679997,7.396
godown_Hyderabad,shop_1679998,6.998
godown_Nalgonda,shop_2312001,31.031
godown_Nalgonda,shop_2312002,29.893
godown_Nalgonda,shop_2312003,32.163
godown_Nalgonda,shop_2312004,33.097
godown_Nalgonda,shop_2312005,33.976
godown_Nalgonda,shop_2312006,33.863
godown_Nalgonda,shop_2312007,35.382
godown_Nalgonda,shop_2312008,37.215
godown_Nalgonda,shop_2312009,37.08
godown_Nalgonda,shop_2312010,33.249
godown_Nalgonda,shop_2312011,36.581
godown_Nalgonda,shop_2312012,33.57
godown_Nalgonda,shop_2312013,32.869
godown_Nalgonda,shop_2312014,32.908
godown_Nalgonda,shop_2312015,30.927
godown_Nalgonda,shop_2312016,30.922
godown_Nalgonda,shop_2312017,31.793
godown_Nalgonda,shop_2312018,29.582
godown_Nalgonda,shop_2312019,26.727
godown_Nalgonda,shop_2312020,26.775
godown_Nalgonda,shop_2312021,26.701
godown_Nalgonda,shop_2312022,27.943
godown_Nalgonda,shop_2312023,27.399
godown_Nalgonda,shop_2312024,27.735
godown_Nalgonda,shop_2312025,25.243
godown_Nalgonda,shop_2312026,25.189
godown_Nalgonda,shop_2312027,32.785
godown_Nalgonda,shop_2312028,34.105
godown_Nalgonda,shop_2321001,25.285
godown_Nalgonda,shop_2321002,25.058
godown_Nalgonda,shop_2321003,24.662
godown_Nalgonda,shop_2321004,24.663
godown_Nalgonda,shop_2321005,27.389
godown_Nalgonda,shop_2321006,24.716
godown_Nalgonda,shop_2321007,22.661
godown_Nalgonda,shop_2321008,21.327
godown_Nalgonda,shop_2321009,21.326
godown_Nalgonda,shop_2321010,21.516
godown_Nalgonda,shop_2321011,25.339
godown_Nalgonda,shop_2321012,24.231
godown_Nalgonda,shop_2321013,23.298
godown_Nalgonda,shop_2321014,27.85
godown_Nalgonda,shop_2321015,29.465
godown_Nalgonda,shop_2321016,29.112
godown_Nalgonda,shop_2321017,27.823
godown_Nalgonda,shop_2321018,33.567
godown_Nalgonda,shop_2321019,33.382
godown_Nalgonda,shop_2321020,32.455
godown_Nalgonda,shop_2321021,31.141
godown_Nalgonda,shop_2321022,30.346
godown_Nalgonda,shop_2321023,33.947
godown_Nalgonda,shop_2321024,36.207
godown_Nalgonda,shop_2321025,36.325
godown_Nalgonda,shop_2321026,37.857
godown_Nalgonda,shop_2321027,24.286
godown_Nalgonda,shop_2321028,24.707
godown_Nalgonda,shop_2321029,27.012
godown_Nalgonda,shop_2321030,33.276
godown_Nalgonda,shop_2322001,14.624
godown_Nalgonda,shop_2322002,18.502
godown_Nalgonda,shop_2322003,17.716
godown_Nalgonda,shop_2322004,17.265
godown_Nalgonda,shop_2322005,16.397
godown_Nalgonda,shop_2322006,18.5
godown_Nalgonda,shop_2322007,18.925
godown_Nalgonda,shop_2322008,17.904
godown_Nalgonda,shop_2322009,22.541
godown_Nalgonda,shop_2322010,14.102
godown_Nalgonda,shop_2322011,16.707
godown_Nalgonda,shop_2322012,23.85
godown_Nalgonda,shop_2322013,21.496
godown_Nalgonda,shop_2322014,19.538
godown_Nalgonda,shop_2322015,20.866
godown_Nalgonda,shop_2322016,22.183
godown_Nalgonda,shop_2322017,22.418
godown_Nalgonda,shop_2322018,26.196
godown_Nalgonda,shop_2322019,25.992
godown_Nalgonda,shop_2322020,27.683
godown_Nalgonda,shop_2322021,27.574
godown_Nalgonda,shop_2322022,30.706
godown_Nalgonda,shop_2322023,33.219
godown_Nalgonda,shop_2322024,33.147
